,label,message,label_num,Length
5384,ham,how are you babes hope your doing ok i had a shit nights sleep i fell asleep at 5iåõm knackered and iåõm dreading work tonight what are thou upto tonight x,0,161
127,ham,are you there in room,0,22
3732,ham,old orchard near univ how about you,0,37
1586,ham,there are no other charges after transfer charges and you can withdraw anyhow you like,0,86
961,spam,urgent we are trying to contact u todays draw shows that you have won a å£800 prize guaranteed call 09050001808 from land line claim m95 valid12hrs only,1,157
1908,ham,hello beautiful r u ok ive kinda ad a row wiv and he walked out the pub i wanted a night wiv u miss u ,0,106
5570,ham,the guy did some bitching but i acted like id be interested in buying something else next week and he gave it to us for free,0,125
3204,ham,oh yes ive just been a little under the weather so ive kind of been coccooning at home,0,90
1428,ham,tell you what if you make a little spreadsheet and track whose idea it was to smoke to determine who smokes too much for the entire month of february,0,153
2405,ham,im meeting darren,0,21
3966,spam,you have won as a valued vodafone customer our computer has picked you to win a å£150 prize to collect is easy just call 09061743386,1,135
2195,ham,valuable affectionate loveable eternal noble truthful intimate natural enamous happy valentines day in advance,0,132
4868,ham,1 tension face 2 smiling face 3 waste face 4 innocent face 5terror face 6cruel face 7romantic face 8lovable face 9decent face  ltgt joker face,0,158
468,ham,yup no need ill jus wait 4 e rain 2 stop,0,44
4758,spam,thanks 4 your continued support your question this week will enter u in2 our draw 4 å£100 cash name the new us president txt ans to 80082,1,139
2245,ham,how did you find out in a way that didnt include all of these details,0,70
4912,spam,goal arsenal 4 henry 7 v liverpool 2 henry scores with a simple shot from 6 yards from a pass by bergkamp to give arsenal a 2 goal margin after 78 mins,1,155
5000,ham,nope since ayo travelled he has forgotten his guy,0,51
4979,ham,so what u doing today,0,22
2277,ham,hello how r u im bored inever thought id get bored with the tv but i am tell me something exciting has happened there anything ,0,135
5507,ham,i want to be inside you every night,0,38
1556,ham,good sleep is about rhythm the person has to establish a rhythm that the body will learn and use if you want to know more ,0,127
4958,ham,what i mean was i left too early to check cos im working a 96,0,65
1201,ham,i know she called me,0,20
678,ham,cause im not freaky lol,0,24
1747,ham,i think u have the wrong number,0,32
4121,ham,doc prescribed me morphine cause the other pain meds arent enough waiting for my mom to bring it that med should kick in fast so im gonna try to be on later,0,160
5326,ham,what makes you most happy,0,26
4342,ham,its a valentine game   send dis msg to all ur friends  if 5 answers r d same then someone really loves u  ques which colour suits me the best,0,150
4190,ham,each moment in a dayhas its own valuemorning brings hopeafternoon brings faithevening brings luvnight brings restwish u find them all todaygood morning,0,158
1163,ham,new theory argument wins d situation but loses the person so dont argue with ur friends just    kick them amp say im always correct,0,145
87,ham,yes i started to send requests to make it but pain came back so im back in bed double coins at the factory too i gotta cash in all my nitros,0,144
234,spam,text  meet someone sexy today u can find a date or even flirt its up to u join 4 just 10p reply with name  age eg sam 25 18 msg recdthirtyeight pence,1,157
1143,ham,and is there a way you can send shades stuff to her and she has been wonderful too,0,85
3809,ham,aight can you text me the address,0,35
5405,ham,so how many days since then,0,28
1611,ham,645,0,3
296,ham,unless its a situation where you go gurl would be more appropriate,0,67
1921,ham,no current and food here i am alone also,0,41
2401,spam,babe u want me dont u baby im nasty and have a thing 4 filthyguys fancy a rude time with a sexy bitch how about we go slo n hard txt xxx slo4msgs,1,152
1238,ham,dear relieved of westonzoyland all going to plan this end too,0,63
1846,ham,its on in engalnd but telly has decided it wont let me watch it and mia and elliot were kissing damn it,0,107
3054,spam,eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to 84025 now 4 chance 2 win å£100 cash wkent150p16,1,153
340,ham,ok thats great thanx a lot,0,28
5168,ham,iû÷ve got some salt you can rub it in my open wounds if you like,0,67
4890,ham,its worse if if uses half way then stops its better for him to complete it,0,76
221,ham,there is os called ubandu which will run without installing in hard diskyou can use that os to copy the important files in system and give it to repair shop,0,161
4470,ham,wa u so efficient gee thanx,0,39
2334,ham,do you like italian food,0,25
2248,ham,will you like to be spoiled ,0,31
5476,ham,yes princess i want to please you every night your wish is my command,0,74
785,ham,she was supposed to be but couldnt make it shes still in town though,0,71
5158,ham,i will come with karnan car please wait till 6pm will directly goto doctor,0,76
5452,ham,what hello wats talks email address,0,40
2162,ham,1 go to write msg 2 put on dictionary mode 3cover the screen with hand 4press  ltgt  5gently remove ur hand its interesting,0,141
5302,ham,about  ltgt bucks the banks fees are fixed better to call the bank and find out,0,87
3321,ham,ok darlin i supose it was ok i just worry too muchi have to do some film stuff my mate and then have to babysit again but you can call me therexx,0,148
205,ham,ìï say until like dat i dun buy ericsson oso cannot oredi lar,0,64
4028,ham,û anyway many good evenings to u s,0,40
383,ham,hey i will be late ah meet you at 945,0,41
973,ham,what is your account number,0,28
2776,ham,send me your id and password,0,28
3194,ham,great p diddy is my neighbor and comes for toothpaste every morning,0,68
919,ham,dont talk to him ever ok its my word,0,37
1429,spam,for sale  arsenal dartboard good condition but no doubles or trebles,1,71
2233,ham,good morning plz call me sir,0,28
3294,ham,dunno lei ì all decide lor how abt leona oops i tot ben is going n i msg him,0,80
1229,ham,jus ans me lar ull noe later,0,31
2028,ham,kallis is ready for bat in 2nd innings,0,38
3925,ham,i havent add ì yet right ,0,28
1573,spam,sms auction  a brand new nokia 7250 is up 4 auction today auction is free 2 join  take part txt nokia to 86021 now hgsuite3422lands roww1j6hl,1,149
3034,ham,rajipls do me a favour pls convey my birthday wishes to nimya pls today is her birthday,0,93
1134,ham,u wake up already thanx 4 e tau sar piah its quite nice,0,58
3733,ham,4 tacos  1 rajas burrito right,0,33
1528,ham,hey what happen de are you alright,0,36
4133,ham,is it your yahoo boys that bring in the perf or legal,0,55
3252,ham,kkits goodwhen are you going,0,35
3330,ham,how much it will cost approx  per month,0,41
4446,ham,please tell me you have some of that special stock you were talking about,0,73
1676,ham,yeah thats fine its å£6 to get in is that ok ,0,51
2103,ham,its a site to simulate the test it just gives you very tough questions to test your readiness,0,95
1827,ham,hey gorgeous man my work mobile number is have a good one babe squishy mwahs,0,80
4854,ham,same to u,0,12
94,ham,havent planning to buy later i check already lido only got 530 show in e afternoon u finish work already,0,107
3320,ham,yo im right by yo work,0,22
794,ham,there generally isnt one its an uncountable noun  u in the dictionary pieces of research,0,94
2380,ham,if i let you do this i want you in the house by 8am,0,53
4307,ham,ha ha  had popped down to the loo when you helloed me hello,0,63
3609,ham,call me i m unable to cal lets meet bhaskar and deep,0,55
5453,ham,except theres a chick with huge boobs,0,38
4049,ham,ok ok take care i can understand,0,34
4612,ham,how much you got for cleaning,0,29
484,ham,you should change your fb to jaykwon thuglyfe falconerf,0,55
4722,ham,hello peach my cake tasts lush,0,32
2250,ham,i am getting threats from your sales executive shifad as i raised complaint against him its an official message,0,113
4229,ham,and several to you sir,0,23
2589,spam,join the uks horniest dogging service and u can have sex 2nite just sign up and follow the instructions txt entry to 69888 now nytec2a3lpmsg150p,1,153
2240,ham,k ill call you when im close,0,30
5115,spam,get 3 lions england tone reply lionm 4 mono or lionp 4 poly 4 more go 2 wwwringtonescouk the original n best tones 3gbp network operator rates apply,1,156
5239,ham,jay wants to work out first hows 4 sound,0,43
585,ham,tell them u have a headache and just want to use 1 hour of sick time,0,69
236,ham,or ill be a little closer like at the bus stop on the same street,0,65
522,ham,were gonna go get some tacos,0,28
737,spam,hi customer loyalty offerthe new nokia6650 mobile from only å£10 at txtauction txt word start to no 81151  get yours now 4tctxt tc 150pmtmsg,1,149
3871,ham,i am joining today formallypls keep prayingwill talk later,0,61
2473,ham,ok lor wat time ì finish,0,26
3651,ham,probably not still going over some stuff here,0,46
588,ham,ya srsly better than yi tho,0,27
822,spam,smsservices for yourinclusive text credits pls goto wwwcomuknet login 3qxj9 unsubscribe with stop no extra charge help 08702840625comuk 220cm2 9ae,1,156
3062,spam,hi babe its jordan how r u im home from abroad and lonely text me back if u wanna chat xxsp visionsmscom text stop to stopcost 150p 08712400603,1,147
1130,ham,howz painhope u r fine,0,25
3116,ham,now am free call me pa,0,23
2777,ham,kind of took it to garage centre part of exhaust needs replacing part ordered n taking it to be fixed tomo morning,0,118
1781,ham, oh well c u later,0,22
1268,spam,can u get 2 phone now i wanna chat 2 set up meet call me now on 09096102316 u can cum here 2moro luv jane xx callså£1minmoremobsemspobox45po139wa,1,147
4328,ham,1appledayno doctor 1tulsi leafdayno cancer 1lemondayno fat 1cup milkdayno bone problms 3 litres watrdayno diseases snd ths 2 whom u care,0,154
4050,ham,motivate behind every darkness there is a shining light waiting for you to find it behind every best friend there is always trust and love bslvyl,0,153
3645,ham,carlos says we can pick up from him later so yeah were set,0,59
